target_name,compound_iso_smiles,affinity
PTGS2,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,0
PTGS1,OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1,0
PDE5A,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,0
HRH2,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,0
ACHE,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,0
FKBP1A,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,0
SLC18A2,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,1
ADRA2A,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,1
ADRA1A,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,1
SLC6A3,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,0
ADRB1,CC(C)NCC(O)COC1=CC=CC=C1CC=C,0
ADRB2,CC(C)NCC(O)COC1=CC=CC=C1CC=C,0
HTR1A,CC(C)NCC(O)COC1=CC=CC=C1CC=C,0
ADRB3,CC(C)NCC(O)COC1=CC=CC=C1CC=C,0
ADRB2,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1,1
SCN5A,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,0
CA2,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0
CA4,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0
CA1,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0
CA3,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,0
PTGS1,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,0
PTGS2,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,0
ADRB2,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,1
ADRB3,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,1
ADRB1,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,0
AVPR1A,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,0
AVPR2,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,0
NR3C1,[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1
DRD2,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,0
HTR2A,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,0
DRD1,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,0
ADRA1A,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,0
CHRM1,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,0
AGTR1,CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O,0
MTOR,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,0
SLC12A3,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,0
CA1,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,0
CA2,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,0
ACE,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,0
NPR1,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,1
FDPS,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O,0
SLC12A1,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,0
SLC12A2,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,0
SLC12A4,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,0
SLC12A5,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,0
CFTR,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,0
HTR3A,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,0
ESR1,[H]\C(C)=C(/C(=C(\[H])C)/C1=CC=C(O)C=C1)\C1=CC=C(O)C=C1,1
SCN10A,CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC,0
HBB,OS(=O)(=O)O.[Fe],1
HBA1,OS(=O)(=O)O.[Fe],1
CYP19A1,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H],0
FCER1G,CC1([C@@H](N[C@H](S1)C(C(=O)NCCCC[C@H](C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)C[C@H](C(=O)O)N,1
FCER1A,CC1([C@@H](N[C@H](S1)C(C(=O)NCCCC[C@H](C(=O)O)N)NC(=O)CC2=CC=CC=C2)C(=O)O)C.C(CCN)C[C@H](C(=O)O)N,1
NR3C1,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,1
GABRA1,CCO,1
GRIN3A,CCO,0
GLRA1,CCO,1
GLRA2,CCO,1
OPRM1,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,1
OPRD1,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,1
OPRK1,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,1
HRH1,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,0
ATP1A1,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,0
SLC12A1,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,0
GSTP1,CCC(=C)C(=O)C1=C(Cl)C(Cl)=C(OCC(O)=O)C=C1,0
HTR3A,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,0
HTR4,CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,1
PTGFR,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,1
PTGER1,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,1
PTGER3,CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)CCC1=CC=CC=C1,1
SLC6A1,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,0
SLC6A3,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,0
SLC6A2,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,0
SLC6A4,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,0
CHRM1,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,0
CHRM2,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,0
SIGMAR1,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C,1
SCN5A,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
KCNK1,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
KCNK6,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
KCNH2,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
ADRA1A,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
ADRA1B,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
ADRA1D,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,0
SCN1A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN2A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN3A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN4A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN5A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN9A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN11A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN1B,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN2B,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN3B,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
SCN4B,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CACNA1G,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CACNA1H,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CACNA1I,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA1,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA2,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA3,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA4,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA5A,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA5B,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA6,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA7,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA8,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA9,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA10,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA11,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA12,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA13,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
CA14,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
MAOB,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
MAOA,NS(=O)(=O)CC1=NOC2=CC=CC=C12,0
VDR,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(C)(C)O,1
ABCC8,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,0
PPARG,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,1
OPRM1,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,1
PRKAA1,NC(=N)NC(=N)NCCC1=CC=CC=C1,1
KCNJ8,NC(=N)NC(=N)NCCC1=CC=CC=C1,0
GRIN3A,NC12CC3CC(CC(C3)C1)C2,0
CHRNA7,NC12CC3CC(CC(C3)C1)C2,0
DRD2,NC12CC3CC(CC(C3)C1)C2,1
CHRNA4,NC12CC3CC(CC(C3)C1)C2,0
CHRNA3,NC12CC3CC(CC(C3)C1)C2,0
PTGER2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,1
PTGER1,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,1
PTGER3,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,1
PTGER4,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,1
PTGDR2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,1
HTR1B,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,1
HTR1D,CN(C)CCC1=CNC2=C1C=C(CS(=O)(=O)N1CCCC1)C=C2,1
HRH1,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,0
PGD,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,0
OPRM1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,1
OPRK1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,0
OPRD1,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4,0
TNNC1,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,1
KCNJ11,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,1
KCNJ8,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,1
PDE3A,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,0
HTR2A,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
HTR2B,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
HTR2C,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
HTR6,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
SLC6A4,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
SLC6A2,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
HTR7,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
TLR4,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
AOX1,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,0
ADRA1A,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
ADRA2A,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
ADRA2C,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
ADRA2B,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
CALM1,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
ADRA1B,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
ADRA1D,CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,0
RARA,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,1
RXRA,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,1
RARB,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,1
RXRG,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,1
RXRB,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,1
RARG,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C)C(C)=C(OC)C=C1C,1
HRH2,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1,0
DNMT1,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0
PTGER3,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1
PTGER2,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1
PTGER4,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1
PTGER1,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1
HTR2A,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,0
DRD2,CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,0
SLC6A2,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
HRH1,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
CHRM1,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
CHRM2,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
CHRM3,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
CHRM4,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
CHRM5,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
HTR7,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,0
ADRA1A,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,1
ADRA2A,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,1
ADRA2C,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,1
ADRA1B,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,1
ADRA1D,CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C,1
PTGS1,OC(=O)C1=CC=CC=C1O,0
PTGS2,OC(=O)C1=CC=CC=C1O,0
AKR1C1,OC(=O)C1=CC=CC=C1O,0
SLC6A2,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0
SLC6A3,CCN(CC)C(C)C(=O)C1=CC=CC=C1,0
ADRB2,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,1
ADRB1,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,0
ADRB3,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,0
PTGS1,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0
PTGS2,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0
ALOX5,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,0
CHRM1,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,0
HRH2,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,0
BCHE,C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2,0
CHRM1,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1,0
ACHE,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,0
BCHE,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,0
PTGS1,CC(=O)OC1=CC=CC=C1C(O)=O,0
PTGS2,CC(=O)OC1=CC=CC=C1C(O)=O,0
AKR1C1,CC(=O)OC1=CC=CC=C1C(O)=O,0
EDNRA,CC(=O)OC1=CC=CC=C1C(O)=O,0
TP53,CC(=O)OC1=CC=CC=C1C(O)=O,1
RPS6KA3,CC(=O)OC1=CC=CC=C1C(O)=O,0
NFKBIA,CC(=O)OC1=CC=CC=C1C(O)=O,0
TNFAIP6,CC(=O)OC1=CC=CC=C1C(O)=O,0
CASP1,CC(=O)OC1=CC=CC=C1C(O)=O,0
CASP3,CC(=O)OC1=CC=CC=C1C(O)=O,0
CCND1,CC(=O)OC1=CC=CC=C1C(O)=O,0
MYC,CC(=O)OC1=CC=CC=C1C(O)=O,0
PCNA,CC(=O)OC1=CC=CC=C1C(O)=O,0
VKORC1,CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,0
ESR1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H],0
GRIN2B,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,0
GRIN2A,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,0
HRH1,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0
HTR1D,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,1
HTR1B,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,1
HTR1F,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,1
HTR1A,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1,1
HTR1D,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,1
HTR1B,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,1
HTR1F,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,1
OPRM1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,1
OPRD1,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,1
PGR,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,1
AR,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,1
ESR1,[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O,1
NR3C1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,1
ANXA1,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,1
ADRB1,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,1
ADRB2,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,1
HTR1A,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,0
ADRB3,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2,1
SCN10A,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,0
GABRA1,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,1
PTGS2,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,0
PTGS1,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1,0
ADRA2A,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,1
ADRA1A,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,1
ADRA2B,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1,1
AGTR1,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,0
PPARG,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,1
HRH1,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,0
DDC,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,0
HTR3A,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2,0
HRH1,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,0
HRH2,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,0
PLA2G1B,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,0
LTC4S,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,0
NPC1L1,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,0
SOAT1,[H][C@]1(CC[C@H](O)C2=CC=C(F)C=C2)C(=O)N(C2=CC=C(F)C=C2)[C@]1([H])C1=CC=C(O)C=C1,0
PDE10A,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,0
ADA,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,0
PDE5A,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,0
PDE4A,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,0
